transaction_amount,account_age_days,transaction_hour,previous_transactions,device_type,location_match,amount_vs_average,is_new_device,is_fraud
2653.86,426,17,82,0,1,7.56,0,0
214.55,26,15,42,0,0,2.32,0,0
4842.6,385,16,52,0,1,5.96,0,0
3994.58,56,6,14,1,1,7.0,1,0
1467.65,634,11,89,0,0,8.61,0,0
4899.95,106,1,55,1,1,7.37,0,0
3011.4,849,9,55,1,1,8.01,0,0
2914.2,670,4,30,1,0,9.14,1,1
3741.63,376,20,82,2,0,6.02,0,1
4059.79,743,2,56,0,1,8.48,0,0
3284.11,967,18,50,0,1,2.4,0,0
644.84,308,12,23,1,0,8.17,0,1
1694.65,91,11,57,1,0,2.29,0,0
4640.78,802,2,72,1,1,9.35,0,0
1126.95,110,5,86,0,1,3.37,0,0
1863.97,585,13,3,1,1,1.8,0,0
2163.22,340,3,9,2,1,1.57,0,1
2199.83,979,12,62,0,1,1.95,1,0
3066.63,356,18,72,2,1,4.53,0,0
4715.66,168,17,82,0,1,5.27,0,1
1207.26,557,2,14,0,0,9.15,1,0
611.9,905,19,97,0,1,3.87,0,0
991.37,105,5,62,0,1,2.25,0,0
4435.19,150,15,18,1,0,7.46,0,0
3230.83,146,19,62,1,0,1.43,0,1
1433.1,716,23,55,1,1,8.93,0,0
4080.65,874,2,20,0,1,4.15,1,0
4307.54,299,11,33,0,1,6.18,0,1
4233.34,646,18,16,0,1,1.94,1,0
4595.04,723,18,17,2,0,1.54,1,0
1264.94,1072,23,80,0,1,8.01,0,0
3776.43,638,3,65,1,0,4.35,0,1
2305.39,239,0,50,0,0,9.87,1,0
4210.78,1031,1,64,0,0,5.29,0,1
3643.81,464,12,42,0,1,8.47,0,0
3883.35,453,12,56,0,0,9.8,0,0
3282.53,784,1,9,2,1,2.88,0,1
891.26,897,18,36,1,0,8.03,0,0
2727.41,371,21,47,2,1,0.32,0,0
4923.43,487,23,68,1,1,6.83,0,1
4687.25,165,15,55,1,1,7.48,0,0
220.65,192,11,75,1,1,4.83,1,0
828.25,730,0,35,1,1,1.7,0,0
662.99,214,8,30,1,1,6.21,0,0
3631.27,574,16,54,0,1,8.99,0,0
4089.84,957,9,37,0,1,9.32,1,0
1071.49,381,17,72,1,0,7.49,0,1
2531.73,673,18,89,0,1,2.71,0,0
4204.31,798,6,14,0,1,8.72,0,0
3665.34,239,18,15,1,1,8.9,0,0
2713.47,700,23,76,0,1,3.74,0,0
2953.79,505,14,88,1,1,1.91,0,0
2544.26,202,8,93,0,1,8.76,0,0
1491.25,920,9,52,1,0,8.86,0,0
2827.28,37,22,55,0,0,1.1,0,1
3445.98,644,19,6,2,1,9.67,0,0
4367.25,765,19,56,2,0,5.38,0,0
3183.28,706,3,54,2,0,9.94,0,0
3806.8,545,5,51,0,1,4.51,0,0
804.56,540,3,3,0,1,5.38,0,1
2310.48,1017,4,42,2,1,2.73,0,0
51.61,394,8,39,1,1,9.0,1,0
1237.16,833,11,29,2,1,4.49,0,0
3633.68,1066,22,9,1,0,8.16,0,0
4959.09,597,7,93,0,0,0.89,0,0
500.39,393,20,6,0,0,7.9,1,0
2010.46,700,4,35,1,0,4.95,0,0
4001.35,441,10,34,1,1,0.15,0,0
1024.16,918,22,87,0,1,2.34,0,0
2777.65,320,10,38,0,1,2.02,0,0
3666.69,553,12,35,1,1,7.54,0,0
3081.85,568,13,19,1,1,4.82,0,0
944.18,919,7,48,0,1,1.68,0,0
1780.15,236,17,95,0,0,2.64,0,1
3920.04,987,18,58,0,1,5.09,0,0
2773.36,1033,11,48,0,1,0.29,1,0
31.12,60,11,89,2,0,4.3,1,0
3806.15,893,17,25,1,1,6.81,0,0
181.38,225,9,35,1,1,5.23,1,0
3729.94,700,6,42,1,0,6.02,0,1
1016.39,582,17,98,0,1,3.33,1,0
4790.58,994,11,42,1,0,1.91,0,1
1842.86,169,13,98,2,1,8.12,0,0
1638.02,1086,14,75,1,1,9.07,1,0
748.7,14,15,32,0,0,5.16,1,0
1531.49,164,1,99,1,0,3.12,0,1
4383.87,757,17,77,2,1,5.16,0,0
4981.69,1052,11,96,0,1,8.8,1,0
1844.71,446,15,44,0,1,6.94,0,0
2245.81,716,12,44,2,1,8.6,1,0
3611.74,976,19,87,2,1,3.35,0,1
4431.55,819,16,14,0,0,7.15,1,0
2967.26,104,17,94,0,1,6.57,0,0
1960.67,742,2,16,0,1,5.76,0,0
2066.05,426,22,11,0,1,5.33,0,0
3479.61,639,9,21,2,0,5.55,1,0
21.08,850,0,22,0,0,8.51,0,0
3099.85,769,5,89,0,1,9.17,0,0
1780.69,277,2,77,2,0,1.22,0,0
3972.02,1089,18,11,0,1,5.73,0,0
469.49,900,3,67,1,1,9.19,1,0
2943.07,188,19,50,0,0,1.43,0,0
2407.46,105,22,12,1,1,4.19,0,0
3213.42,546,2,56,2,1,0.98,0,0
328.94,380,7,54,0,0,1.22,0,0
2902.02,110,7,81,1,1,9.05,1,0
2809.62,545,6,27,2,0,4.52,0,0
2805.5,354,1,43,2,0,6.92,1,0
3019.42,743,20,18,0,0,1.48,1,0
3383.96,317,5,45,0,1,0.32,0,0
4025.92,1089,15,2,0,1,8.92,1,0
1352.75,333,9,82,0,1,5.79,0,0
4126.12,592,3,19,0,0,0.3,0,0
2493.79,783,12,24,0,1,9.92,0,0
389.91,540,9,74,1,1,4.97,1,0
297.46,735,20,55,1,1,4.81,0,0
1674.52,621,13,80,1,0,6.25,1,1
3925.56,619,8,60,1,0,0.18,0,0
3539.87,909,10,54,0,1,5.73,0,1
3944.13,992,22,34,1,0,6.33,0,0
2588.76,99,17,77,1,0,3.04,0,0
2203.79,317,10,58,0,1,7.3,0,1
741.53,123,16,38,0,1,3.84,1,0
1644.32,799,1,56,1,1,7.21,0,0
2172.93,457,2,82,0,0,1.52,1,1
447.56,522,10,66,1,1,9.15,1,0
1106.96,520,17,33,2,1,8.81,0,0
2993.14,917,2,40,0,1,1.59,0,0
3679.64,717,14,21,1,0,9.39,1,0
4991.75,315,10,26,0,1,5.62,0,0
4665.9,709,10,20,1,1,7.05,0,0
3214.61,710,19,40,1,1,8.42,0,0
2109.13,1044,10,30,0,1,0.93,1,0
3182.71,560,18,26,1,0,1.78,0,0
3929.33,969,0,36,1,0,2.97,0,0
596.09,356,4,65,0,0,4.82,0,0
2052.47,1078,9,53,2,1,3.53,0,0
4199.81,890,9,8,0,1,5.11,0,0
1922.25,793,13,82,1,1,1.94,1,0
2861.5,265,1,41,0,0,6.85,0,0
2940.91,982,3,35,1,1,0.65,0,0
926.46,802,1,9,1,0,3.68,0,0
1814.37,43,17,58,1,1,1.87,0,0
1675.88,862,12,39,1,0,7.33,0,0
135.85,350,18,53,1,1,8.85,1,0
125.84,912,4,38,0,1,0.88,0,0
4159.33,1,19,6,0,1,7.87,0,0
1368.99,584,1,3,0,1,8.97,0,0
2592.8,432,10,14,0,0,9.74,1,0
1497.13,53,17,75,0,1,5.84,0,0
4703.69,940,5,47,2,1,3.34,0,0
1300.19,520,22,5,2,1,3.29,0,0
2151.14,147,9,72,0,0,3.85,0,0
4364.29,629,21,34,0,1,6.17,0,0
4210.46,299,22,71,0,0,4.95,0,0
934.58,789,16,70,1,1,6.57,0,0
4014.2,850,21,67,0,0,0.49,0,0
2293.64,178,10,57,1,1,1.15,1,0
2417.43,842,18,76,1,1,9.77,0,0
671.73,878,16,18,1,0,9.95,0,0
407.6,759,23,61,0,1,7.49,0,0
3641.06,1092,3,70,0,1,2.64,1,0
2484.82,445,23,9,0,0,9.54,0,0
2187.07,708,13,24,0,0,2.22,0,0
3648.89,602,19,43,2,1,7.34,0,0
3828.74,145,3,98,0,1,1.24,1,0
798.75,275,13,57,0,1,6.52,0,0
3053.07,509,3,24,2,1,7.62,0,0
681.09,753,5,92,0,1,8.61,1,0
3758.12,477,8,75,0,0,7.37,0,1
3286.49,666,20,39,1,1,9.24,1,0
4783.29,568,11,75,1,1,5.26,0,0
349.45,531,7,69,0,1,6.81,0,0
289.99,159,23,9,1,1,3.76,1,0
1414.52,681,3,65,1,1,0.2,1,1
1312.22,23,4,24,0,0,7.59,1,1
1238.66,1071,5,70,1,1,8.71,0,0
4531.74,525,4,86,1,1,1.82,1,1
1251.48,729,18,10,2,1,0.38,0,0
1363.39,144,7,35,2,0,1.73,0,0
3798.19,668,8,48,0,1,8.96,0,0
2251.45,681,14,47,1,1,3.03,1,0
3884.67,973,3,86,0,0,2.41,0,0
331.5,799,8,6,0,0,0.24,0,0
2440.42,85,6,90,0,1,3.04,0,0
172.9,416,7,76,1,0,7.18,0,0
317.95,694,14,50,1,1,9.59,0,0
4532.66,482,18,16,0,1,3.2,0,0
700.53,456,14,31,1,1,2.48,0,0
2664.44,827,4,25,1,1,8.89,0,1
2058.42,297,18,21,1,1,8.54,0,0
1739.98,950,6,12,0,1,3.35,0,0
4499.67,680,5,11,1,1,0.78,0,0
114.01,378,18,70,2,1,9.92,0,0
3320.63,421,16,0,0,1,6.84,0,1
4817.16,105,9,32,0,1,9.27,0,0
2803.04,330,18,13,2,1,3.48,0,0
4684.43,439,10,63,1,1,6.51,0,0
266.03,382,14,42,1,1,6.78,0,0
2096.87,138,9,57,0,1,8.74,0,0
1304.49,943,10,40,1,1,9.93,0,0
3655.45,843,22,80,0,1,1.18,1,0
4906.58,270,2,67,0,1,6.35,1,0
1286.37,396,2,38,0,0,3.43,0,1
3272.6,913,17,0,0,1,8.14,0,0
994.5,464,10,40,1,1,7.57,0,0
2828.82,450,19,44,2,0,8.94,0,0
2322.34,20,21,87,0,1,3.5,0,0
4860.17,239,17,97,1,0,1.93,0,0
3044.59,418,14,97,0,1,0.32,0,0
1750.78,1055,6,87,0,1,2.63,0,0
574.91,186,9,78,2,0,3.73,0,0
760.48,253,20,80,0,0,9.47,0,0
1130.46,19,22,12,0,1,4.96,0,0
1258.58,712,19,70,0,0,5.61,0,0
4253.83,223,9,8,1,0,8.81,1,0
2808.31,3,12,62,0,0,8.86,0,0
2619.34,854,14,98,0,0,5.33,0,0
578.27,228,22,22,1,0,1.23,1,0
4301.4,913,17,53,0,1,2.78,0,0
3615.46,499,22,46,0,1,4.62,1,0
343.0,521,3,38,0,0,7.54,1,0
3540.64,702,19,86,0,0,7.15,0,0
2719.97,917,16,25,1,1,6.46,0,0
413.22,291,2,0,1,0,8.81,0,0
2294.21,1077,20,13,1,1,8.05,0,1
2426.06,715,20,95,0,0,9.82,1,0
833.04,948,1,73,0,0,8.9,0,1
4728.76,648,3,64,0,0,2.04,1,1
4250.63,1028,0,68,0,0,0.67,0,0
3346.77,684,14,66,0,1,4.2,1,0
2314.17,870,0,48,0,0,6.21,0,0
2061.77,1071,5,49,0,1,6.47,0,0
3256.61,94,6,57,1,1,2.75,0,0
2729.43,940,18,52,0,1,8.61,0,0
316.05,560,11,90,0,0,3.36,0,0
2564.95,213,0,56,0,0,9.2,0,0
4032.99,436,6,85,0,1,4.77,0,0
2298.9,852,18,17,1,0,0.2,0,0
264.52,508,12,15,0,1,1.7,0,0
3932.46,836,11,1,0,1,1.11,0,0
1010.81,651,11,12,0,1,0.54,0,0
1296.81,205,21,44,0,0,7.17,0,0
827.71,381,12,79,1,1,2.0,1,0
1654.42,77,13,71,2,1,8.4,1,1
3784.97,816,21,42,0,1,2.72,0,0
2599.33,768,11,71,1,0,0.42,0,0
1028.38,410,19,53,0,1,8.22,0,0
4389.76,106,11,73,0,1,4.71,0,0
4398.51,551,5,96,0,1,6.04,0,0
4353.54,826,9,30,1,1,3.43,0,0
1197.79,88,19,75,0,1,0.56,0,0
2258.94,881,23,8,2,0,3.76,0,0
4925.02,540,8,72,0,1,5.23,0,0
3861.2,245,1,47,0,1,0.22,0,0
140.7,578,6,17,1,0,5.79,0,0
330.7,982,8,93,2,1,8.94,0,0
2322.34,717,11,95,1,1,2.26,0,0
4546.55,142,4,86,1,0,9.28,0,0
2695.82,893,0,10,0,0,1.07,0,0
2491.57,352,21,61,0,1,8.27,0,0
531.84,545,14,83,0,1,8.42,0,0
3285.62,913,7,18,0,1,2.65,0,0
4111.41,152,0,99,2,0,9.58,0,1
1905.2,653,17,89,1,0,4.22,0,0
3879.18,958,12,73,1,1,1.5,0,0
4822.56,763,0,23,0,1,5.96,0,0
1022.81,624,4,12,1,0,9.97,0,0
2619.03,656,17,45,1,1,9.0,0,0
1439.25,450,15,52,0,1,2.86,0,0
3965.31,721,9,97,0,0,5.81,1,0
2890.08,43,3,28,1,0,1.24,0,1
3174.74,264,0,35,1,0,4.67,0,0
3990.58,1027,22,70,2,1,5.28,0,0
1982.87,596,7,93,0,0,3.22,1,0
4575.87,1040,4,16,0,1,4.89,1,0
2667.48,1083,1,47,0,1,9.21,1,0
793.98,1013,23,76,0,1,5.05,0,1
3481.02,177,16,23,1,0,8.33,1,1
3967.34,63,6,53,0,1,3.24,0,0
1587.22,958,16,94,2,1,9.72,0,0
4286.61,1003,5,90,1,1,1.03,1,0
4531.19,561,21,84,0,1,5.9,0,0
1388.14,955,14,0,0,1,7.92,0,0
4917.69,850,4,78,1,1,8.16,0,0
707.85,604,14,66,1,0,2.06,0,0
1014.07,606,17,5,0,1,4.08,0,0
925.2,830,17,77,0,1,6.28,0,0
4470.48,746,20,54,1,1,3.23,0,0
3273.19,558,20,37,1,0,6.62,0,0
764.76,64,22,32,0,0,3.85,0,0
2204.42,942,5,7,1,1,3.57,0,0
3078.41,249,1,89,2,0,1.17,0,0
421.9,940,16,78,0,1,0.49,0,0
4412.67,157,20,77,1,1,8.37,1,0
4019.0,735,3,19,0,1,4.95,0,0
2528.51,985,11,54,0,0,5.67,0,0
4835.8,1090,18,47,0,0,3.78,1,0
2091.72,662,1,82,0,1,1.45,0,0
4920.63,1044,1,55,1,1,4.55,0,1
3341.26,33,13,96,1,1,2.37,0,0
3175.18,558,14,99,0,1,8.39,0,1
833.94,73,19,87,0,1,9.87,0,0
4410.23,825,1,9,1,0,8.9,0,1
2140.31,1079,3,51,0,1,5.33,0,0
815.36,61,18,49,0,0,6.32,0,0
67.97,272,8,33,1,0,9.49,0,0
2800.98,246,6,35,2,1,5.43,0,0
2639.36,628,12,60,0,1,6.42,0,0
3598.17,705,11,99,1,1,6.33,0,1
4451.84,662,2,15,0,1,7.11,0,1
401.64,310,12,78,1,0,6.44,0,0
3658.82,495,14,17,1,1,6.74,1,0
941.12,338,13,70,1,1,7.29,0,0
4291.59,579,23,46,1,0,8.11,0,0
4096.22,10,8,85,0,1,4.09,0,0
2706.26,49,12,31,0,1,7.48,0,0
3552.66,623,22,42,0,1,1.09,0,0
1575.18,731,21,82,1,1,8.77,0,0
2358.48,795,3,39,1,1,2.97,0,0
4109.08,971,20,64,1,1,4.09,0,0
2299.03,133,7,34,1,1,8.06,0,0
1792.2,83,2,68,0,1,6.41,1,1
2473.59,57,1,49,0,1,3.16,0,0
4142.11,376,18,11,0,1,2.33,0,0
1679.36,349,22,75,0,0,9.58,0,1
872.94,271,7,84,0,1,0.97,0,0
3561.51,111,16,57,1,1,0.14,0,1
4130.76,869,12,82,0,0,6.76,0,1
507.68,887,6,62,1,1,6.18,0,0
1203.17,76,8,72,1,0,7.4,0,1
714.15,329,11,48,0,0,7.34,1,0
1742.97,122,13,35,1,1,8.65,0,0
2254.5,41,13,53,0,1,9.23,1,0
3745.39,922,14,46,0,1,7.77,1,0
3257.48,642,2,31,0,0,2.4,0,0
3106.54,1047,14,98,0,1,4.69,0,0
1765.11,279,18,94,1,0,6.45,0,1
4208.03,763,23,52,1,1,5.44,0,0
2359.08,469,19,31,0,1,1.67,0,0
4895.63,9,13,61,0,1,5.93,0,0
3172.54,13,7,36,0,0,8.88,0,0
635.69,924,4,95,1,1,4.24,0,0
3382.51,923,18,37,0,1,6.72,0,0
1628.89,1076,3,29,1,0,6.2,1,0
3433.2,1075,13,57,1,0,3.83,0,0
352.86,653,15,31,0,1,5.7,0,0
878.53,621,19,65,2,1,2.18,0,0
4279.41,196,23,50,0,1,5.51,0,0
1139.76,417,5,10,2,0,8.01,0,1
4186.02,664,22,58,0,1,7.61,0,0
1399.98,148,5,19,0,1,3.64,0,0
3216.2,1001,2,36,1,1,1.21,0,0
3472.28,364,14,72,1,1,8.02,0,0
2565.71,402,2,48,1,1,2.72,0,0
1530.03,606,10,18,0,1,0.63,0,0
1067.16,229,2,54,2,1,4.51,0,0
170.78,537,9,39,0,1,7.42,0,0
1523.21,268,17,6,0,0,8.1,0,0
3267.55,1035,0,4,0,1,9.82,0,0
4691.83,126,15,41,1,0,1.98,0,0
4356.67,306,15,87,1,1,3.01,0,0
3831.49,628,9,47,0,1,6.13,1,1
3943.29,689,0,6,0,1,8.13,0,0
3326.6,1038,3,10,0,0,2.42,0,0
1305.13,281,2,72,0,0,4.16,0,0
4536.44,443,4,48,0,0,4.14,0,0
3355.31,837,11,29,1,0,7.75,0,0
2804.4,389,11,40,1,1,2.49,0,0
559.39,617,12,2,2,1,9.69,1,0
2238.04,147,23,85,0,0,5.15,0,0
2304.49,521,11,39,0,0,2.89,0,0
4323.5,630,15,50,0,1,2.91,0,0
2735.51,434,12,83,1,1,0.28,1,1
1905.1,144,4,31,0,1,6.96,0,0
4884.12,289,23,47,2,0,7.78,1,0
558.05,14,3,70,1,1,0.42,1,0
2115.63,257,20,70,0,1,5.9,1,0
214.91,858,14,19,0,0,7.84,1,0
3700.82,943,11,88,1,0,3.82,1,0
4590.79,464,18,34,1,1,4.38,0,0
1403.79,270,20,23,0,1,3.68,1,0
4292.42,623,18,39,0,0,3.22,0,0
1464.63,72,20,76,1,1,4.96,0,0
4554.3,74,10,51,1,0,1.74,0,0
3771.04,355,20,38,0,1,4.46,1,0
4025.51,497,5,67,0,1,9.42,0,0
94.94,988,8,60,0,1,0.37,1,0
4814.24,580,0,75,2,1,1.73,0,1
3634.72,910,11,80,0,1,7.8,0,0
1527.23,373,13,64,1,0,1.41,0,1
4147.83,362,5,61,1,1,2.79,0,0
1411.2,93,0,80,0,1,4.6,1,0
4364.41,324,21,1,1,1,9.44,0,0
567.34,384,1,5,0,1,1.92,0,0
3519.91,575,23,74,1,1,9.24,0,0
2705.79,736,10,42,1,1,7.21,1,0
487.19,737,2,81,0,0,6.74,1,0
1213.26,346,9,39,0,1,7.26,0,0
66.96,719,5,88,1,1,0.41,0,0
2346.5,781,5,38,0,1,1.08,0,0
1509.82,1020,19,27,0,1,3.41,0,0
2993.8,664,20,79,0,1,0.83,0,0
1489.7,600,1,62,2,1,9.88,1,0
1503.1,11,23,63,1,1,5.85,1,0
3717.25,187,9,11,1,1,4.92,0,0
245.47,726,22,40,0,1,7.88,1,0
4514.96,1039,5,28,0,1,9.77,0,0
4262.06,778,22,22,0,0,9.56,0,0
3340.68,411,16,84,0,1,7.95,0,1
2968.14,956,13,79,1,1,3.83,0,0
4462.05,585,4,50,1,1,0.75,0,0
930.72,1076,22,44,0,1,1.07,0,0
399.45,1052,16,89,1,0,0.11,0,0
1201.35,577,1,21,0,1,0.12,1,0
3973.92,1041,8,9,0,1,9.37,0,0
178.18,989,11,6,1,1,9.28,0,0
2916.12,743,18,72,1,0,6.71,0,0
4977.21,204,21,88,1,1,7.29,0,0
4279.2,1077,6,14,0,1,5.18,1,0
2609.62,974,8,76,0,1,2.45,0,0
322.89,940,20,45,0,1,9.15,0,0
4157.71,1078,15,89,1,1,2.85,0,0
2996.9,1055,19,84,1,1,7.42,1,0
579.09,1082,10,86,0,1,2.53,0,0
473.82,105,11,60,1,0,8.71,1,1
4548.59,253,14,91,0,0,6.55,0,0
3347.66,295,17,60,1,1,6.46,0,0
4147.29,668,18,50,0,1,1.06,0,0
4395.5,549,15,37,0,1,4.25,1,1
2861.0,631,14,11,0,1,5.3,0,1
2589.64,1091,4,87,0,1,3.01,0,0
2154.98,299,10,76,1,1,8.82,0,0
1588.15,101,14,65,1,1,8.39,0,0
2175.81,1080,17,53,1,0,4.99,1,1
3870.53,332,12,38,1,1,3.47,0,0
3011.61,836,3,75,0,0,8.04,1,0
4463.15,393,16,38,2,1,2.05,0,1
2219.68,874,3,77,2,1,0.81,0,0
3037.41,381,15,29,0,0,0.55,1,0
3158.38,92,22,47,0,1,0.48,0,0
2960.53,447,14,82,1,1,4.94,0,0
3514.66,109,13,30,0,1,2.63,0,0
1190.98,317,11,24,1,1,6.93,0,0
2564.26,442,2,67,0,1,6.57,0,0
525.6,218,9,50,1,1,5.47,0,0
1925.63,673,7,12,1,1,3.59,0,0
2440.9,278,5,99,0,1,8.52,1,0
3262.86,1009,21,62,0,1,7.13,0,0
4752.9,569,13,41,0,1,2.79,0,0
3005.25,1010,16,53,0,1,5.07,0,0
3719.25,875,20,66,1,1,1.65,0,0
2533.8,466,18,79,0,0,3.35,1,0
3172.35,839,15,89,1,1,9.97,0,0
359.31,754,14,55,0,1,2.32,0,0
1275.69,838,14,18,1,1,7.01,0,1
1812.46,30,0,45,2,1,2.46,0,0
2365.1,359,23,14,0,0,9.39,0,0
233.02,86,22,31,2,1,3.17,0,0
704.42,747,22,48,1,1,3.53,0,0
1387.69,313,11,20,0,1,5.98,0,1
4857.81,365,9,64,1,0,5.92,0,0
1660.08,905,13,69,0,0,5.83,0,0
2412.8,698,9,26,0,1,5.78,0,1
984.51,131,9,22,1,0,3.19,0,0
3055.85,803,19,46,1,1,4.4,0,0
1407.01,789,10,94,1,0,5.97,0,0
1038.93,351,21,11,0,1,6.75,0,0
2585.28,180,15,84,2,1,2.61,0,0
32.5,774,8,65,1,1,7.04,0,0
43.28,510,14,4,2,1,9.24,1,0
1099.25,365,13,8,0,1,7.6,0,0
188.42,981,18,19,1,0,0.93,0,1
544.59,353,8,81,1,1,4.74,0,0
1697.61,800,3,62,0,1,4.41,0,0
4013.92,412,20,85,2,0,3.43,0,1
2862.38,735,6,71,0,0,4.96,0,0
2565.78,981,21,97,0,0,4.45,1,0
1470.98,118,7,72,2,1,0.16,1,1
4659.11,482,23,70,2,1,2.44,0,0
1988.09,192,7,29,0,0,2.22,0,0
440.03,591,18,81,0,0,3.56,0,0
3087.25,590,14,90,1,1,1.83,1,1
573.62,659,15,15,2,1,0.77,0,0
1729.39,107,21,84,1,1,2.05,0,0
2539.52,382,22,4,1,1,8.56,0,0
4371.74,783,8,28,1,1,7.99,0,0
2470.27,390,11,46,0,1,4.48,0,0
3512.78,244,15,21,2,1,8.79,0,0
4964.12,585,3,77,0,0,2.4,0,0
661.79,869,4,56,1,1,5.88,0,0
1377.28,468,7,82,0,1,1.51,0,0
1975.91,866,0,34,0,1,8.35,0,0
2112.03,934,5,87,1,1,1.39,0,0
2058.05,604,14,59,2,1,0.42,0,0
4538.52,1015,3,69,1,1,2.81,1,0
3571.59,860,20,59,1,1,9.02,0,0
3041.49,13,10,57,0,1,1.38,0,0
1550.32,299,4,2,1,1,3.37,0,0
4119.83,1075,17,33,0,1,3.23,0,0
4775.53,787,23,44,0,0,8.04,1,0
4106.89,149,14,49,0,1,4.27,0,0
12.82,122,17,1,1,1,6.15,0,0
3183.82,538,19,14,2,1,4.1,0,0
260.42,376,12,36,1,0,5.56,0,0
1291.75,82,4,14,0,1,0.72,0,0
302.33,492,0,59,0,0,3.8,0,0
3020.96,356,21,95,1,1,8.57,0,0
3434.52,925,17,84,0,1,6.94,1,0
576.87,1068,13,63,0,1,9.82,0,0
1922.28,1005,4,80,1,0,7.9,0,1
2283.9,123,5,97,2,1,4.57,0,0
1848.42,708,23,95,0,0,6.8,1,0
609.52,330,15,51,0,1,7.78,0,0
2097.64,991,21,22,1,1,2.77,0,0
3757.13,323,20,98,1,1,0.69,1,0
359.68,770,11,36,1,1,4.12,0,0
405.5,433,19,40,0,1,1.53,0,0
1777.08,710,17,56,0,1,2.84,0,0
4708.92,794,1,96,2,1,9.47,0,0
3344.52,712,22,24,0,1,8.49,0,0
3394.96,539,20,36,1,1,5.97,0,0
1812.79,601,22,39,0,0,4.07,0,1
2970.34,257,12,84,1,1,2.72,1,0
55.61,871,16,45,1,1,5.76,1,0
3182.3,899,16,59,0,1,5.38,0,0
4566.87,809,15,97,1,1,7.83,0,0
3064.8,677,20,18,0,1,9.29,1,1
4369.12,271,17,90,2,1,3.36,0,0
3621.25,550,7,8,0,1,2.14,1,1
607.19,568,2,68,0,1,4.09,0,0
4512.75,986,16,4,0,1,4.43,0,0
336.89,359,17,88,1,1,0.49,1,0
2672.17,798,22,25,1,1,8.63,0,0
714.97,887,5,18,0,1,9.96,0,1
63.47,211,7,29,1,1,9.24,1,0
2113.06,287,22,99,1,1,8.62,0,1
1478.73,743,12,47,1,1,9.93,0,0
2432.57,1047,7,15,1,1,9.09,0,0
2888.11,296,18,70,1,1,6.91,0,0
223.48,6,5,17,1,1,1.75,0,0
619.4,550,22,55,0,1,1.65,0,0
2795.42,681,14,20,0,1,0.58,0,0
1719.12,795,9,30,2,1,4.18,0,0
3647.22,203,16,0,0,0,8.11,1,0
3263.2,325,0,2,0,1,4.95,0,1
4228.79,825,6,94,2,0,3.73,0,0
3464.0,244,12,24,0,1,1.18,0,1
2152.51,327,2,7,1,1,0.61,0,0
3366.47,987,18,64,1,1,4.05,0,0
1380.53,1071,14,61,2,1,1.09,0,0
1535.04,761,4,6,0,1,1.13,1,0
3945.98,1037,10,6,0,0,4.01,0,0
2234.87,907,21,7,2,1,5.08,1,1
3992.91,365,17,18,0,1,1.95,0,0
4113.0,73,2,16,1,1,6.88,0,0
4288.52,1070,5,10,1,1,4.25,0,0
4583.59,274,2,48,0,1,1.01,0,0
2157.77,208,4,10,2,1,6.41,0,0
1597.74,124,8,40,1,1,3.63,0,0
2913.08,1034,18,61,0,0,0.62,0,0
1859.01,543,12,51,0,1,9.49,0,0
3007.37,60,5,65,0,0,5.75,0,1
3529.4,899,10,67,0,1,4.83,0,0
3443.58,886,20,91,1,1,8.61,0,0
1875.89,782,20,96,0,0,9.37,0,1
838.47,442,13,74,0,1,2.28,0,0
2155.49,911,5,66,2,1,8.12,0,0
717.26,1026,5,39,1,0,8.33,0,0
4451.03,832,16,4,0,0,0.64,0,0
1732.66,1008,10,84,2,0,7.15,1,0
776.53,626,14,21,0,0,0.72,0,0
132.11,998,8,36,2,0,5.99,1,0
3230.88,734,20,10,1,1,6.73,0,1
3186.33,91,16,43,1,1,3.73,0,0
1706.32,167,23,85,1,1,8.82,0,0
363.2,959,6,52,1,1,8.03,0,1
2051.1,207,6,76,1,1,9.27,0,0
1559.53,1089,20,60,1,1,3.22,0,0
3387.22,516,0,66,0,1,0.31,0,0
3030.87,747,7,12,0,1,8.13,0,0
1826.15,306,4,91,1,1,2.31,0,1
1093.37,395,18,10,1,1,4.72,0,0
4940.24,187,7,10,1,1,8.19,0,0
2272.74,623,16,84,1,0,2.24,1,0
3442.93,730,18,84,1,1,3.19,1,1
707.06,240,11,6,0,1,4.45,1,0
2430.52,533,22,16,0,1,2.79,0,0
142.55,141,14,47,1,0,4.67,0,0
2529.75,139,3,13,1,0,0.2,1,0
4820.27,459,22,62,1,1,2.2,0,1
1924.11,70,11,63,1,0,8.34,0,0
199.79,385,12,96,1,1,4.19,0,0
159.62,630,13,74,1,1,6.4,0,1
1942.99,198,4,76,0,1,2.4,0,0
804.32,205,21,64,1,0,6.53,1,0
121.64,568,15,33,0,1,10.0,0,1
3782.29,982,6,8,0,0,5.99,0,0
2295.32,805,14,76,0,1,6.32,0,1
1449.78,859,12,36,0,1,1.2,0,0
4500.92,882,15,29,0,1,4.09,0,0
585.11,974,11,40,0,1,8.62,0,0
4779.81,640,6,44,0,1,8.36,0,1
1573.26,325,15,46,2,1,5.27,0,0
4442.58,442,22,6,0,0,9.04,0,0
3016.7,804,22,13,1,1,1.52,1,0
4134.4,288,12,47,1,0,6.62,1,0
4920.15,226,22,5,0,1,2.56,0,0
1445.59,1088,2,33,0,1,6.49,0,0
