customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0549,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,24.1,6286.23,Yes
CUST0550,Male,1,Yes,No,48,Yes,Yes,DSL,No,No,No,No internet,Yes,No internet,One year,No,Mailed check,108.03,6707.53,Yes
CUST0551,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No internet,Yes,No internet,No,No,One year,Yes,Electronic check,26.7,3689.79,No
CUST0552,Male,1,Yes,Yes,64,Yes,No,DSL,Yes,Yes,Yes,No internet,No,No,Month-to-month,No,Bank transfer,106.75,4768.55,No
CUST0553,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No internet,Yes,Month-to-month,No,Electronic check,59.18,4317.91,Yes
CUST0554,Male,1,No,Yes,26,No,No phone service,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.54,7519.65,No
CUST0555,Female,0,No,No,5,Yes,No,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,74.28,5831.49,No
CUST0556,Female,0,Yes,Yes,12,Yes,Yes,No,No,No internet,No,Yes,No internet,No,Month-to-month,Yes,Mailed check,115.71,7410.21,No
CUST0557,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No internet,No,No internet,No,No internet,Month-to-month,Yes,Mailed check,109.87,1838.08,No
CUST0558,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet,Two year,Yes,Credit card,67.03,2550.87,No
CUST0559,Female,0,No,No,18,Yes,No,DSL,No,No,No internet,Yes,Yes,Yes,One year,Yes,Credit card,89.58,660.22,No
CUST0560,Female,1,No,Yes,42,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,78.04,4049.27,No
CUST0561,Male,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No internet,No internet,Yes,One year,Yes,Credit card,89.35,7004.0,No
CUST0562,Male,0,No,Yes,67,Yes,No phone service,DSL,Yes,Yes,No internet,Yes,No internet,No,Month-to-month,No,Mailed check,102.93,2682.09,Yes
CUST0563,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,No internet,Yes,Yes,No internet,Yes,Month-to-month,No,Electronic check,23.45,1113.43,Yes
CUST0564,Female,0,Yes,No,22,Yes,No,DSL,No internet,No internet,Yes,No,No internet,Yes,Two year,No,Credit card,52.58,640.73,No
CUST0565,Female,0,No,No,1,Yes,Yes,DSL,Yes,No internet,No internet,Yes,Yes,Yes,One year,No,Credit card,115.93,3635.25,No
CUST0566,Female,0,Yes,No,21,Yes,No,No,No,No,No internet,No internet,No internet,Yes,One year,No,Credit card,114.93,1395.77,No
CUST0567,Female,0,Yes,Yes,56,Yes,Yes,No,No internet,No,No,No,No internet,Yes,Month-to-month,Yes,Electronic check,21.12,2834.22,Yes
CUST0568,Male,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,40.14,6577.84,Yes
CUST0569,Male,0,No,Yes,6,Yes,No,No,Yes,Yes,No,No internet,Yes,No,Month-to-month,No,Mailed check,119.38,3133.97,Yes
CUST0570,Female,0,Yes,No,55,No,Yes,Fiber optic,No internet,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,69.28,4917.98,Yes
CUST0571,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.29,4067.06,Yes
CUST0572,Male,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,No internet,Month-to-month,Yes,Credit card,36.64,5776.41,No
CUST0573,Female,0,Yes,Yes,50,Yes,No,DSL,No internet,No internet,No internet,No,No internet,No internet,Month-to-month,Yes,Mailed check,109.43,1333.7,Yes
CUST0574,Male,1,Yes,Yes,71,Yes,No,Fiber optic,No,No internet,Yes,No,No internet,Yes,Month-to-month,Yes,Mailed check,43.13,7371.48,No
CUST0575,Female,0,Yes,Yes,11,Yes,No,No,No,No internet,No,No,Yes,Yes,One year,No,Bank transfer,38.96,5184.7,Yes
CUST0576,Male,0,No,Yes,52,No,No,Fiber optic,Yes,No internet,Yes,No internet,No,No,One year,Yes,Bank transfer,42.81,2240.53,No
CUST0577,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,No,No internet,Yes,Month-to-month,No,Electronic check,111.96,1073.7,Yes
CUST0578,Female,0,No,No,26,Yes,Yes,DSL,No,No,No,No internet,No,Yes,Month-to-month,Yes,Credit card,90.28,1282.83,No
CUST0579,Female,1,Yes,No,11,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,96.86,6283.04,No
CUST0580,Female,0,Yes,Yes,16,Yes,No,DSL,No internet,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.7,4746.07,Yes
CUST0581,Male,0,Yes,No,5,Yes,No,Fiber optic,No internet,No internet,No,No internet,No internet,No,Month-to-month,Yes,Credit card,110.92,3107.99,Yes
CUST0582,Female,0,No,Yes,4,No,Yes,DSL,No internet,No internet,No internet,Yes,No internet,No internet,One year,No,Credit card,98.94,2729.92,Yes
CUST0583,Female,1,No,No,56,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,95.06,6860.49,No
CUST0584,Female,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No internet,No,Yes,No,One year,No,Credit card,117.09,7010.62,Yes
CUST0585,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No internet,No,No,No,No internet,No,One year,No,Bank transfer,56.62,4691.97,No
CUST0586,Female,0,Yes,Yes,58,Yes,Yes,DSL,No internet,No,Yes,Yes,Yes,No,Two year,No,Credit card,81.1,4243.9,No
CUST0587,Male,0,No,Yes,32,Yes,No,DSL,No,No internet,No,No,No,No,Two year,No,Electronic check,110.99,6549.94,No
CUST0588,Female,1,Yes,No,61,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,99.09,6019.75,Yes
CUST0589,Male,0,No,Yes,49,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,76.34,3262.57,Yes
CUST0590,Male,1,Yes,No,18,Yes,No phone service,Fiber optic,No,Yes,No,No internet,No,No internet,Two year,No,Electronic check,27.62,753.64,Yes
CUST0591,Female,0,Yes,Yes,68,Yes,No,No,No,Yes,No,No internet,Yes,Yes,Month-to-month,Yes,Mailed check,85.27,6171.15,No
CUST0592,Male,0,Yes,No,65,Yes,No,DSL,No internet,Yes,Yes,No,No internet,No internet,One year,No,Mailed check,72.66,1432.74,No
CUST0593,Female,0,Yes,No,46,Yes,No,No,Yes,No internet,Yes,No internet,Yes,No,One year,Yes,Bank transfer,38.42,229.38,Yes
CUST0594,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,No,No,No,No internet,No,Month-to-month,Yes,Electronic check,108.23,6762.09,Yes
CUST0595,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No internet,Yes,One year,No,Credit card,54.32,4668.21,No
CUST0596,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,58.75,7144.16,Yes
CUST0597,Male,0,Yes,Yes,12,Yes,Yes,No,Yes,Yes,No,No,No,No internet,Month-to-month,Yes,Mailed check,87.24,3928.25,Yes
CUST0598,Female,0,No,No,53,Yes,Yes,DSL,No,No internet,Yes,Yes,Yes,No,Two year,Yes,Credit card,68.88,7419.2,No
CUST0599,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,28.93,2896.38,Yes
CUST0600,Male,0,Yes,Yes,13,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,58.74,5823.72,No
CUST0601,Female,1,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,29.45,2477.79,Yes
CUST0602,Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No internet,No,No,Two year,Yes,Bank transfer,39.08,109.19,No
CUST0603,Female,1,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card,20.72,3099.98,No
CUST0604,Male,1,No,No,28,Yes,No,Fiber optic,No internet,No,No,Yes,No internet,No internet,Month-to-month,Yes,Credit card,38.13,5928.35,Yes
CUST0605,Male,0,Yes,No,23,Yes,No phone service,DSL,Yes,No internet,No internet,No,Yes,No,Two year,Yes,Bank transfer,53.04,1285.19,No
CUST0606,Male,0,No,Yes,62,Yes,No,DSL,No internet,Yes,No,No,No,No,Month-to-month,No,Electronic check,73.82,4087.94,No
CUST0607,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.93,1777.34,Yes
CUST0608,Female,0,Yes,No,7,Yes,No,DSL,No internet,Yes,No,Yes,No internet,Yes,One year,No,Electronic check,74.03,689.53,Yes
CUST0609,Female,0,No,Yes,61,Yes,No,No,No internet,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.56,4977.87,Yes
CUST0610,Male,1,Yes,Yes,28,Yes,Yes,No,No,No internet,No,No internet,No,No internet,Two year,No,Electronic check,55.77,7620.54,Yes
CUST0611,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.16,2554.56,Yes
CUST0612,Female,0,Yes,Yes,65,Yes,No,No,Yes,No,No,No internet,No,No,Two year,No,Bank transfer,82.05,4687.1,Yes
CUST0613,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No internet,No internet,Yes,No internet,No internet,Yes,Two year,Yes,Electronic check,65.98,7633.47,Yes
CUST0614,Female,0,No,Yes,57,Yes,Yes,DSL,No,No,No internet,Yes,No,No internet,Month-to-month,No,Bank transfer,39.38,5238.82,No
CUST0615,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet,Month-to-month,No,Credit card,50.35,5417.6,No
CUST0616,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer,82.09,1513.54,No
CUST0617,Female,1,No,Yes,61,Yes,No,DSL,No internet,No,No,Yes,No internet,Yes,Month-to-month,Yes,Bank transfer,62.61,3991.62,No
CUST0618,Male,0,Yes,Yes,40,Yes,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer,108.94,2999.95,No
CUST0619,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No internet,No internet,One year,No,Electronic check,43.48,3820.56,No
CUST0620,Female,1,No,Yes,40,Yes,No,No,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,27.31,6426.53,No
CUST0621,Female,1,No,Yes,48,No,No,DSL,No,No internet,No,No internet,No,No,Two year,No,Electronic check,78.93,3739.52,No
CUST0622,Male,1,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,No internet,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.61,596.52,Yes
CUST0623,Female,1,No,Yes,70,Yes,No,DSL,No,No,No,No internet,No,Yes,Month-to-month,No,Bank transfer,56.47,7253.78,No
CUST0624,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,84.77,4404.05,Yes
CUST0625,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet,No internet,No,No internet,No internet,No internet,Two year,No,Credit card,43.14,7403.51,No
CUST0626,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,75.85,4621.6,No
CUST0627,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No internet,No,Two year,Yes,Credit card,98.68,650.13,Yes
CUST0628,Male,0,No,Yes,23,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.7,4467.67,Yes
CUST0629,Male,0,No,Yes,37,Yes,No,DSL,Yes,No,No internet,No,Yes,No internet,Month-to-month,No,Credit card,30.51,4648.34,No
CUST0630,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No internet,No,No,No internet,No internet,Two year,No,Electronic check,55.64,1793.29,No
CUST0631,Female,0,Yes,Yes,25,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.96,3821.13,Yes
CUST0632,Male,0,Yes,No,42,Yes,Yes,DSL,No,No,No internet,Yes,No,No internet,Month-to-month,Yes,Mailed check,23.47,3729.59,Yes
CUST0633,Male,0,No,Yes,54,No,Yes,Fiber optic,Yes,No,Yes,No,No internet,Yes,Month-to-month,Yes,Credit card,,5020.72,Yes
CUST0634,Female,0,No,Yes,38,Yes,No,No,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,72.8,2150.95,No
CUST0635,Female,0,No,No,28,Yes,No,Fiber optic,No internet,No internet,No,No,Yes,Yes,Two year,Yes,Electronic check,48.86,4695.81,No
CUST0636,Male,1,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No internet,No internet,Month-to-month,Yes,Credit card,101.47,2003.52,Yes
CUST0637,Male,0,Yes,Yes,40,Yes,No,No,No internet,No,Yes,No internet,Yes,No internet,Month-to-month,No,Credit card,49.01,3626.92,Yes
CUST0638,Female,0,No,No,53,Yes,No phone service,DSL,Yes,Yes,No,No,No internet,Yes,One year,Yes,Electronic check,119.14,1069.38,Yes
CUST0639,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,101.64,394.67,No
CUST0640,Female,1,No,No,18,Yes,Yes,DSL,No,No,Yes,No internet,No,No,One year,No,Electronic check,90.8,2632.64,Yes
CUST0641,Female,0,Yes,Yes,65,Yes,Yes,No,No internet,No,No,No,Yes,No internet,One year,Yes,Mailed check,26.13,2269.12,No
CUST0642,Female,0,Yes,Yes,29,Yes,No,No,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,110.43,3314.79,No
CUST0643,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No internet,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.01,7699.66,No
CUST0644,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No internet,No,Month-to-month,No,Mailed check,42.9,4225.61,Yes
CUST0645,Male,1,No,Yes,21,Yes,No,Fiber optic,No,Yes,No internet,Yes,No,Yes,Month-to-month,Yes,Bank transfer,59.22,4470.1,No
CUST0646,Male,0,No,No,66,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,46.86,7538.65,No
CUST0647,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No internet,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,118.44,,No
CUST0648,Female,1,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,105.42,7084.48,No
CUST0649,Male,1,Yes,No,9,Yes,No,No,No internet,No,Yes,No,Yes,No internet,Month-to-month,Yes,Mailed check,113.02,874.16,Yes
CUST0650,Male,0,No,Yes,47,No,No,No,Yes,No,Yes,No internet,Yes,Yes,Month-to-month,Yes,Electronic check,98.88,5110.95,Yes
CUST0651,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No internet,Month-to-month,Yes,Bank transfer,65.63,6483.98,No
CUST0652,Male,0,No,No,58,Yes,Yes,DSL,No,No internet,Yes,No internet,Yes,Yes,Month-to-month,No,Bank transfer,40.54,6701.04,No
CUST0653,Male,0,Yes,Yes,58,Yes,No,DSL,No internet,No internet,No,No internet,Yes,Yes,Month-to-month,Yes,Bank transfer,40.81,4665.47,Yes
CUST0654,Female,0,No,No,1,Yes,No,DSL,No internet,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,35.17,238.21,No
CUST0655,Male,0,No,Yes,28,Yes,No,Fiber optic,No internet,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.66,7792.33,No
CUST0656,Male,0,Yes,Yes,67,Yes,No,No,Yes,No internet,No,No,No,No,One year,No,Bank transfer,112.0,3830.35,No
CUST0657,Male,1,No,No,64,Yes,Yes,Fiber optic,No internet,No,No,No internet,Yes,Yes,Month-to-month,No,Electronic check,119.18,3209.41,Yes
CUST0658,Female,1,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No internet,No,No internet,Yes,Month-to-month,Yes,Credit card,48.73,3220.09,Yes
CUST0659,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No internet,No internet,No,Month-to-month,No,Bank transfer,89.73,3450.79,Yes
CUST0660,Female,1,No,Yes,52,No,Yes,DSL,No,No internet,No,Yes,Yes,No,Two year,Yes,Electronic check,79.71,2013.23,Yes
CUST0661,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,No internet,No,Yes,Yes,No,Month-to-month,No,Mailed check,,2685.94,No
CUST0662,Male,0,No,Yes,21,Yes,No,DSL,No internet,Yes,No,No,No internet,Yes,Month-to-month,No,Credit card,86.58,7884.33,Yes
CUST0663,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,57.14,3008.53,No
CUST0664,Male,0,Yes,Yes,47,Yes,Yes,No,No,No internet,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,114.45,4261.13,No
CUST0665,Male,1,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No internet,Two year,Yes,Bank transfer,90.54,6801.52,Yes
CUST0666,Female,1,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,95.42,4266.68,Yes
CUST0667,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No internet,No,Yes,Yes,One year,No,Electronic check,44.24,2663.18,No
CUST0668,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No internet,No internet,No,Yes,Month-to-month,No,Bank transfer,36.86,4237.63,Yes
CUST0669,Male,0,No,No,27,Yes,No,Fiber optic,No internet,Yes,No,No internet,No,No,Two year,No,Credit card,59.43,1001.28,No
CUST0670,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,96.67,1127.05,No
CUST0671,Female,1,No,Yes,44,Yes,No,Fiber optic,No,No internet,No internet,No,No internet,No internet,Month-to-month,Yes,Bank transfer,113.88,5583.45,Yes
CUST0672,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No internet,No,Yes,No,Month-to-month,No,Credit card,62.73,7347.94,Yes
CUST0673,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,97.42,5832.86,Yes
CUST0674,Female,0,Yes,No,48,Yes,No,DSL,No internet,No,No,No,No,No,One year,Yes,Mailed check,67.04,689.44,No
CUST0675,Male,0,Yes,Yes,8,Yes,No,No,No,Yes,No internet,Yes,No,No,Month-to-month,No,Bank transfer,49.52,3282.88,Yes
CUST0676,Female,0,No,Yes,35,Yes,No,DSL,No,No,No,No internet,Yes,Yes,Month-to-month,No,Electronic check,93.93,120.17,No
CUST0677,Female,0,No,Yes,0,Yes,Yes,DSL,No,No,Yes,No internet,Yes,Yes,One year,No,Mailed check,99.82,4138.53,No
CUST0678,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No internet,No,No,Yes,No,Month-to-month,Yes,Mailed check,40.28,1626.32,Yes
CUST0679,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No internet,No,Yes,Yes,Month-to-month,No,Credit card,50.52,6958.36,No
CUST0680,Female,1,Yes,No,45,Yes,Yes,No,Yes,No,No internet,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,69.48,924.25,No
CUST0681,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,38.65,111.32,No
CUST0682,Male,0,Yes,Yes,31,Yes,No,No,No,No internet,No,No,Yes,Yes,Two year,Yes,Electronic check,112.88,3664.05,No
CUST0683,Female,1,No,No,5,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,79.13,1327.92,Yes
CUST0684,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No internet,Yes,Yes,No,One year,No,Electronic check,32.12,5930.09,No
CUST0685,Female,1,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No internet,Yes,No,Month-to-month,No,Bank transfer,38.4,7367.48,Yes
CUST0686,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No internet,No internet,No,Yes,No,Month-to-month,Yes,Electronic check,115.44,431.31,No
CUST0687,Male,0,No,Yes,26,No,Yes,No,No internet,Yes,No,No internet,Yes,No,Month-to-month,No,Mailed check,93.82,3225.1,No
CUST0688,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No internet,No internet,No,No internet,Month-to-month,No,Mailed check,93.44,7974.84,No
CUST0689,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,No internet,Yes,Yes,Month-to-month,Yes,Bank transfer,27.25,5888.11,No
CUST0690,Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet,No,Two year,Yes,Credit card,109.53,7630.18,Yes
CUST0691,Female,0,No,Yes,24,No,Yes,DSL,No internet,Yes,Yes,Yes,No internet,Yes,Two year,No,Bank transfer,64.37,1396.26,No
CUST0692,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,85.97,1848.81,Yes
CUST0693,Female,0,No,No,14,Yes,Yes,DSL,No internet,Yes,No internet,Yes,No,No internet,Month-to-month,No,Mailed check,115.97,1323.01,Yes
CUST0694,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,30.0,2488.72,Yes
CUST0695,Female,1,Yes,Yes,26,Yes,Yes,No,No internet,No,No,No,No,No,Month-to-month,No,Electronic check,68.23,5822.63,Yes
CUST0696,Male,1,No,Yes,25,Yes,No,DSL,No internet,No,Yes,No,No,No,One year,Yes,Electronic check,24.96,1403.08,No
CUST0697,Female,1,Yes,Yes,18,Yes,No,DSL,No,No internet,No internet,Yes,Yes,No,Month-to-month,No,Electronic check,69.95,4241.45,No
CUST0698,Female,0,No,No,16,Yes,No,DSL,Yes,No internet,No,No internet,Yes,Yes,Month-to-month,Yes,Electronic check,45.23,2226.76,No
CUST0699,Male,0,Yes,No,42,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.11,6650.65,Yes
CUST0700,Female,0,Yes,No,40,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,59.85,152.08,No
CUST0701,Female,0,No,Yes,41,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,83.39,1862.61,No
CUST0702,Male,0,No,No,49,Yes,Yes,DSL,Yes,No internet,No,No,Yes,Yes,Month-to-month,No,Credit card,106.03,4881.4,No
CUST0703,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet,Two year,Yes,Credit card,118.37,864.01,No
CUST0704,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.38,3783.87,No
CUST0705,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No internet,No,No,Yes,Month-to-month,No,Mailed check,65.58,3546.04,Yes
CUST0706,Female,0,Yes,No,51,Yes,No phone service,DSL,Yes,No internet,No internet,Yes,Yes,No,One year,No,Credit card,27.57,6834.93,No
CUST0707,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,21.27,5040.64,No
CUST0708,Female,0,Yes,No,62,Yes,No,DSL,No internet,Yes,No,No,No,No,Month-to-month,No,Credit card,80.88,5153.65,No
CUST0709,Female,1,Yes,No,68,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,26.55,7619.28,Yes
CUST0710,Male,0,No,Yes,42,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card,58.04,7860.65,No
CUST0711,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,20.36,5261.82,No
CUST0712,Male,0,Yes,No,33,Yes,No,No,Yes,Yes,No internet,No internet,Yes,No,Two year,Yes,Bank transfer,81.52,4223.81,No
CUST0713,Female,0,No,Yes,39,Yes,No,No,No,No,Yes,No internet,No,No internet,Month-to-month,No,Bank transfer,62.54,4902.57,No
CUST0714,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No internet,No,No,No internet,Yes,One year,No,Electronic check,32.7,3121.31,Yes
CUST0715,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No internet,No,No internet,Yes,No,Yes,Month-to-month,No,Electronic check,49.64,7900.91,Yes
CUST0716,Male,0,No,No,66,Yes,Yes,No,No,No,No internet,No,Yes,No internet,Two year,Yes,Mailed check,76.97,5669.67,No
CUST0717,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.67,2398.95,No
CUST0718,Female,0,No,No,57,Yes,No,DSL,No internet,Yes,No,No,No internet,Yes,Month-to-month,Yes,Electronic check,66.23,556.35,No
CUST0719,Female,0,No,No,32,Yes,No,No,No,No internet,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,453.3,Yes
CUST0720,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,No internet,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,31.24,1718.81,No
CUST0721,Male,0,Yes,Yes,47,Yes,No,DSL,No internet,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,28.45,1940.01,Yes
CUST0722,Female,0,No,No,9,Yes,Yes,DSL,Yes,No internet,Yes,Yes,No internet,No,Month-to-month,Yes,Electronic check,24.42,3378.86,No
CUST0723,Male,1,No,No,37,Yes,No,DSL,No,No internet,No,No,Yes,No,One year,Yes,Mailed check,73.58,1797.28,No
CUST0724,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No internet,No internet,No,No,Yes,Two year,Yes,Mailed check,90.62,5084.19,No
CUST0725,Male,0,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No internet,Month-to-month,No,Electronic check,33.05,,Yes
CUST0726,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,83.89,1584.22,No
CUST0727,Male,0,No,Yes,62,Yes,No phone service,DSL,No internet,No,No,No,No internet,No internet,Two year,No,Bank transfer,67.69,3822.77,No
CUST0728,Male,1,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,No internet,Month-to-month,No,Mailed check,118.73,7120.48,Yes
CUST0729,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,91.75,3799.61,Yes
CUST0730,Male,1,No,No,64,Yes,No,DSL,Yes,No,No internet,Yes,No internet,No internet,Month-to-month,No,Mailed check,85.75,3369.41,No
CUST0731,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet,No,Month-to-month,No,Credit card,77.04,4666.95,Yes
CUST0732,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,No,No,No internet,Month-to-month,Yes,Electronic check,119.74,2131.99,Yes
